24.75	57	1	DH
24.75	59	1	DH
22.25	57	1	DH
22.25	47	1	DH
25	62	1	DH
22.5	59	1	DH
24	58	1	DH
25.25	65	1	DH
24.25	62	1	DH
24.75	58	1	DH
25.75	65	1	DH
23.75	58	1	DH
22.5	45	1	DH
23.5	54	1	DH
20.75	47	1	DH
23.75	54	1	DH
23.25	54	1	DH
22	47	1	DH
23.25	60	1	DH
25.75	64	1	DH
25	64	1	DH
26	66	1	DH
26	60	1	DH
23	43	1	DH
20.25	36	1	DH
23.75	49	1	DH
23	42	1	DH
24.25	55	1	DH
24.75	54	1	DH
24.75	52	1	DH
24.25	48	1	DH
22.5	54	1	DH
23.25	59	1	DH
21.75	55	1	DH
22.25	55	1	DH
21.25	48	1	DH
23.25	59	1	DH
21.75	53	1	DH
23.5	59	1	DH
22.5	56	1	DH
22.25	51	1	DH
22.75	49	1	DH
22.25	51	1	DH
22.25	46	1	DH
22.75	45	1	DH
21.25	41	1	DH
22.75	51	1	DH
22.25	46	1	DH
22.75	48	1	DH
18.75	38	1	DH
23.25	55	1	DH
23.5	56	1	DH
22.25	52	1	DH
22.75	49	1	DH
23.75	55	1	DH
21.75	49	1	DH
23	52	1	DH
23.25	53	1	DH
22.25	55	1	DH
21.75	52	1	DH
21.75	53	1	DH
22.25	52	1	DH
21.5	46	1	DH
22	55	1	DH
22.25	54	1	DH
22.25	50	1	DH
23	50	1	DH
24.75	62	1	DH
23	51	1	DH
23.5	51	1	DH
23.75	53	1	DH
25.25	57	1	DH
24	55	1	DH
24.25	54	1	DH
24.75	58	1	DH
23	58	1	DH
23.75	57	1	DH
22	53	1	DH
22	53	1	DH
22.25	48	1	DH
22.25	47	1	DH
23.25	56	1	DH
23.25	56	1	DH
19.25	37	1	DH
23.25	46	1	DH
23.25	49	1	DH
23.25	53	1	DH
23.75	49	1	DH
21.75	41	1	DH
20.75	35	1	DH
23.25	50	1	DH
23	46	1	DH
19.5	42	1	DH
23	59	1	DH
19	32	1	DH
22	59	1	DH
21.75	50	1	DH
22.25	56	1	DH
23.25	59	1	DH
22.75	50	1	DH
23.25	56	1	DH
21.5	48	1	DH
22.5	51	1	DH
23.25	60	1	DH
22.25	55	1	DH
21.25	43	1	DH
25.5	55	1	DH
24.25	55	1	DH
24.75	59	1	DH
23.75	51	1	DH
23.25	49	1	DH
23.25	57	1	DH
18.25	39	1	DH
23.25	55	1	DH
23.25	53	1	DH
17.75	35	1	DH
17.75	41	1	DH
20.25	50	1	DH
20.75	53	1	DH
18.5	46	1	DH
20	52	1	DH
20.25	46	1	DH
23.25	49	1	DH
20.75	42	1	DH
20.75	42	1	DH
20.5	42	1	DH
19.25	39	1	DH
14.75	31	1	DH
20.75	45	1	DH
19.75	42	1	DH
20	41	1	DH
19.75	41	1	DH
19.75	42	1	DH
19.75	43	1	DH
18.5	36	1	DH
19.5	42	1	DH
18.75	36	1	DH
19.75	39	1	DH
21.25	47	1	DH
21	46	1	DH
18.5	35	1	DH
20.75	43	1	DH
20	42	1	DH
19.25	39	1	DH
19.5	43	1	DH
14.5	29	1	DH
20	47	1	DH
21.5	46	1	DH
22.25	50	1	DH
16	32	1	DH
21.25	52	1	DH
22.25	58	1	DH
22.5	54	1	DH
21.5	51	1	DH
22.75	54	1	DH
21.25	53	1	DH
20.5	49	1	DH
22.25	55	1	DH
21.25	57	1	DH
11.25	26	1	DH
20.5	53	1	DH
19.25	47	1	DH
17.75	42	1	DH
19.5	45	1	DH
13.75	31	1	DH
16.75	39	1	DH
14	27	1	DH
16.5	33	1	DH
19.5	40	1	DH
14	26	1	DH
15	28	1	DH
16.75	34	1	DH
19.75	44	1	DH
20.75	45	1	DH
21	55	1	DH
20.5	45	1	DH
19.75	41	1	DH
15.25	33	1	DH
18.5	39	1	DH
20	44	1	DH
21.5	53	1	DH
22.75	58	1	DH
23	59	1	DH
22.25	55	1	DH
21.75	50	1	DH
22.25	53	1	DH
22	55	1	DH
22.5	54	1	DH
21.75	53	1	DH
19	37	1	DH
21.75	52	1	DH
20.75	47	1	DH
22	46	1	DH
20.25	41	1	DH
19.75	40	1	DH
22	48	1	DH
20.25	45	1	DH
19.25	40	1	DH
22.25	47	1	DH
21.25	45	1	DH
19.75	39	1	DH
22.5	55	1	DH
22.75	56	1	DH
21.75	51	1	DH
20.75	44	1	DH
23.75	52	1	DH
20.25	39	1	DH
22.75	60	1	DH
21.75	49	1	DH
19	46	1	DH
21	57	1	DH
19.75	49	1	DH
21.25	56	1	DH
22	56	1	DH
16.25	35	1	DH
17.5	35	1	DH
18.25	37	1	DH
18	35	1	DH
22	50	1	DH
20.75	44	1	DH
21.25	45	1	DH
21.25	45	1	DH
21.5	40	1	DH
20.75	38	1	DH
16.75	35	1	DH
19.25	43	1	DH
15.75	32	1	DH
17.25	35	1	DH
17.25	36	1	DH
18.25	36	1	DH
20.75	47	1	DH
16.75	34	1	DH
17.5	34	1	DH
15.25	28	1	DH
20.75	44	1	DH
19.75	43	1	DH
17.25	36	1	DH
21.25	44	1	DH
21.5	44	1	DH
20.75	42	1	DH
18.75	36	1	DH
19.25	36	1	DH
20.75	44	1	DH
20.75	48	1	DH
20.75	45	1	DH
23.5	55	1	DH
23.25	48	1	DH
18	35	1	DH
16.5	35	1	DH
24.75	55	1	DH
17.75	32	1	DH
23.75	47	1	DH
24.25	51	1	DH
17.25	31	1	DH
17	34	1	DH
19.5	40	1	DH
18	37	1	DH
15.75	29	1	DH
19.25	41	1	DH
19.75	43	1	DH
18.5	42	1	DH
19	43	1	DH
20.25	43	1	DH
22.75	54	1	DH
21.75	46	1	DH
20.75	48	1	DH
20.75	44	1	DH
21.5	48	1	DH
22	48	1	DH
21	41	1	DH
16.25	38	1	DH
22	52	1	DH
21	47	1	DH
21.5	51	1	DH
21	45	1	DH
18	41	1	DH
20.5	47	1	DH
21.25	53	1	DH
20.5	49	1	DH
17.25	33	1	DH
19.25	43	1	DH
18.75	38	1	DH
20	42	1	DH
21	43	1	DH
19	41	1	DH
19	37	1	DH
21	49	1	DH
20.25	45	1	DH
20	43	1	DH
21.75	58	1	DH
19.5	42	1	DH
20.5	49	1	DH
19.75	48	1	DH
20.75	49	1	DH
20.75	53	1	DH
19	45	1	DH
20	51	1	DH
19.75	53	1	DH
18.75	45	1	DH
19.25	41	1	DH
20.5	44	1	DH
19.25	44	1	DH
19.25	43	1	DH
19.75	50	1	DH
19.75	43	1	DH
19.25	40	1	DH
20.5	42	1	DH
18.25	35	1	DH
17	33	1	DH
21	46	1	DH
20	41	1	DH
17.75	38	1	DH
15.75	33	1	DH
18.75	37	1	DH
23.25	48	1	DH
23.25	49	1	DH
19.75	34	1	DH
23.75	54	1	DH
24.75	53	1	DH
23.5	52	1	DH
15.25	30	1	DH
20.25	44	1	DH
22.75	56	1	DH
23.25	59	1	DH
20.25	41	1	DH
20.5	47	1	DH
21.75	53	1	DH
21.25	45	1	DH
23.25	57	1	DH
19.75	45	1	DH
23.25	55	1	DH
19.5	43	1	DH
22.75	52	1	DH
15	31	1	DH
23.75	59	1	DH
23	60	1	DH
21.75	50	1	DH
23.25	57	1	DH
22.75	54	1	DH
24.25	60	1	DH
24.75	61	1	DH
22.75	52	1	DH
24	55	1	DH
21.75	47	1	DH
23.75	59	1	DH
25	62	1	DH
24.25	61	1	DH
23.25	58	1	DH
22.25	51	1	DH
23.5	56	1	DH
26	68	1	DH
25.25	63	1	DH
24.75	61	1	DH
21.75	56	1	DH
21.75	49	1	DH
21.75	49	1	DH
21.75	54	1	DH
21.5	47	1	DH
22.25	55	1	DH
19.5	39	1	DH
21.25	47	1	DH
22	49	1	DH
17.25	40	1	D
19	49	1	D
18.25	46	1	D
14.25	31	1	D
19	51	1	D
15	33	1	D
15	33	1	D
17	38	2	LD
18.5	46	2	LD
16.5	37	2	LD
17	40	2	LD
16	35	2	LD
13.5	30	2	LD
20.5	36	2	U
21	41	2	U
17.75	30	2	U
18.25	36	2	U
18.5	36	2	U
16.5	31	2	U
21	42	2	U
16	26	2	U
20.75	41	2	U
18.75	37	2	U
19.25	38	2	U
16.75	36	2	U
19	40	2	U
20.75	44	2	U
18.25	35	2	U
20	42	2	U
23	58	2	DH
23	58	2	DH
24.5	64	2	DH
20.75	50	2	DH
23.5	56	2	DH
16	39	2	DH
24	64	2	DH
21.75	47	2	DH
23.5	63	2	DH
24.25	60	2	DH
23.25	58	2	DH
22.75	58	2	DH
16	33	2	DH
22.75	54	2	DH
24.25	60	2	DH
20.75	42	2	DH
22.25	49	2	DH
16.75	32	2	DH
21.75	44	2	DH
15.25	29	2	DH
20	41	2	DH
16.75	30	2	DH
17.75	33	2	DH
12.75	27	2	DH
20.5	41	2	DH
19.25	40	2	DH
23.5	56	2	DH
20.75	45	2	DH
22.25	54	2	DH
22.5	55	2	DH
21.75	48	2	DH
20.75	48	2	DH
22.25	52	2	DH
23.75	53	2	DH
22.75	50	2	DH
23.25	53	2	DH
22.75	49	2	DH
22.25	51	2	DH
22.25	51	2	DH
22.75	50	2	DH
21.75	52	2	DH
23.25	63	2	DH
21	52	2	DH
21.75	54	2	DH
15.5	32	2	DH
22.5	58	2	DH
22.75	57	2	DH
19.25	44	2	DH
22.5	55	2	DH
19.5	47	2	DH
21.25	43	2	DH
19.75	41	2	DH
21.75	50	2	DH
20.25	42	2	DH
20.75	44	2	DH
18.25	41	2	DH
21.5	48	2	DH
22.75	55	2	DH
21.75	50	2	DH
18	39	2	DH
21.25	46	2	DH
18.75	40	2	DH
21.25	47	2	DH
15.75	35	2	DH
19.5	46	2	DH
19.25	39	2	DH
18	34	2	DH
18.5	39	2	DH
22.75	49	2	DH
21.75	41	2	DH
22	50	2	DH
21.5	48	2	DH
22	48	2	DH
20.25	43	2	DH
20.75	42	2	DH
21.25	48	2	DH
19.5	38	2	DH
22.25	47	2	DH
21	48	2	DH
22	47	2	DH
20.5	42	2	DH
20.75	46	2	DH
20.5	47	2	DH
21.5	52	2	DH
21.25	43	2	DH
19.75	46	2	DH
21.75	50	2	DH
21.75	51	2	DH
18.5	43	2	DH
21.25	46	2	DH
21.25	45	2	DH
23	44	2	DH
22.75	49	2	DH
22	44	2	DH
22	42	2	DH
20.5	38	2	DH
22.75	47	2	DH
22.75	50	2	DH
23.75	56	2	DH
13.75	28	2	DH
23.25	56	2	DH
22.75	48	2	DH
22.25	58	2	DH
22.25	48	2	DH
20.75	39	2	DH
19.75	41	2	DH
22.25	54	2	DH
20	41	2	DH
22.5	52	2	DH
22	50	2	DH
17.75	36	2	DH
22.75	49	2	DH
23.25	49	2	DH
22.25	55	2	DH
23.75	54	2	DH
23.75	49	2	DH
22.5	50	2	DH
17.75	35	2	DH
24	56	2	DH
18.5	38	2	DH
23.25	55	2	DH
23.5	52	2	DH
21.5	46	2	DH
23.5	55	2	DH
23	50	2	DH
22.75	54	2	DH
24.75	64	2	DH
23.25	55	2	DH
23.75	55	2	DH
23.75	57	2	DH
24.5	60	2	DH
18.5	34	2	DH
21.5	57	2	DH
21.25	49	2	DH
23	55	2	DH
21	50	2	DH
23.75	62	2	DH
23	57	2	DH
21.25	47	2	DH
20	52	2	DH
22.25	51	2	DH
22.25	51	2	DH
23.25	51	2	DH
22.75	49	2	DH
22.25	50	2	DH
23.75	54	2	DH
22.25	44	2	DH
23.5	53	2	DH
24.75	61	2	DH
21.75	46	2	DH
22.5	52	2	DH
21.5	55	2	DH
23.25	57	2	DH
21	46	2	DH
23.5	55	2	DH
22.25	53	2	DH
22.75	56	2	DH
22.5	52	2	DH
22.75	58	2	DH
20.75	51	2	DH
19.25	41	2	DH
21.75	48	2	DH
23.5	56	2	DH
22.25	52	2	DH
12.75	27	2	DH
25.25	61	2	DH
25.25	65	2	DH
21.25	48	2	DH
23.25	58	2	DH
23.75	56	2	DH
20.75	51	2	DH
24.25	59	2	DH
22.75	50	2	DH
24.75	54	2	DH
22	44	2	DH
24.75	57	2	DH
24.25	51	2	DH
24.75	52	2	DH
21.75	44	2	DH
23.75	53	2	DH
21.25	40	2	DH
21.25	49	2	DH
24.25	57	2	DH
22.25	52	2	DH
23	55	2	DH
22.5	50	2	DH
19.75	45	2	DH
23.25	59	2	DH
21	42	2	DH
23	48	2	DH
20	41	2	DH
23	49	2	DH
22.5	42	2	DH
20.25	39	2	DH
20	38	2	DH
22	45	2	DH
22	53	2	DH
22.5	56	2	DH
22.25	49	2	DH
22.25	51	2	DH
20.25	39	2	DH
21	47	2	DH
22.75	52	2	DH
19.75	36	2	DH
21.75	47	2	DH
23.25	55	2	DH
21.5	42	2	DH
24	57	2	DH
23.75	60	2	DH
18.75	36	2	DH
22	49	2	DH
24.5	61	2	DH
24.5	56	2	DH
21.5	53	2	DH
19.5	39	2	DH
22.5	57	2	DH
20.25	46	2	DH
21.25	53	2	DH
21.75	56	2	DH
21	53	2	DH
22	54	2	DH
20.5	46	2	DH
18.25	35	2	DH
23.75	50	2	DH
23.25	53	2	DH
23.75	53	2	DH
24.25	55	2	DH
23.75	51	2	DH
23.25	57	2	DH
24.5	63	2	DH
23.25	54	2	DH
22.25	49	2	DH
22.75	51	2	DH
22.75	50	2	DH
23.25	55	2	DH
24.25	64	2	DH
23.75	55	2	DH
24	64	2	DH
23.5	61	2	DH
24.75	65	2	DH
24.25	61	2	DH
19.5	43	2	DH
24.5	63	2	DH
20	45	2	DH
24	63	2	DH
24.25	55	2	DH
23.75	53	2	DH
21	42	2	DH
23	48	2	DH
16.25	29	2	DH
23.25	51	2	DH
22.5	46	2	DH
23.75	49	2	DH
21	47	2	DH
22.5	53	2	DH
23.75	55	2	DH
21.5	52	2	DH
22	50	2	DH
22	48	2	DH
21.75	53	2	DH
22.25	57	2	DH
23.75	59	2	DH
22.25	56	2	DH
23.75	58	2	DH
23.25	60	2	DH
20.25	44	2	DH
18.5	39	2	DH
21.25	52	2	DH
22.5	56	2	DH
23.75	60	2	DH
23	54	2	DH
23.75	60	2	DH
23.75	56	2	DH
24.75	58	2	DH
22.75	55	2	DH
22.5	54	2	DH
22.75	53	2	DH
22	49	2	DH
22.5	54	2	DH
23.25	56	2	DH
22	50	2	DH
21.5	49	2	DH
21.75	45	2	DH
21.5	61	2	DH
20	53	2	DH
20.25	56	2	DH
16	36	2	DH
19.5	50	2	DH
19.25	41	2	DH
19.5	47	2	DH
19.25	47	2	DH
21.25	43	2	DH
22.75	55	2	DH
21.75	39	2	DH
21.25	43	2	DH
23.25	52	2	DH
23	50	2	DH
23.75	46	2	DH
15.75	33	2	DH
19.75	44	2	DH
19.25	40	2	DH
20.5	47	2	DH
17	35	2	DH
21	46	2	DH
20	38	2	DH
20	45	2	DH
21.75	48	2	DH
21.5	49	2	DH
19.75	38	2	DH
21.25	48	2	DH
20.75	44	2	DH
21	44	2	DH
20.25	41	2	DH
21.5	43	2	DH
20.25	41	2	DH
19.5	39	2	DH
20	42	2	DH
19	37	2	DH
18.75	41	2	DH
20.75	43	2	DH
20.5	45	2	DH
20.75	50	2	DH
19.5	39	2	DH
19.75	47	2	DH
20.75	48	2	DH
20.5	45	2	DH
20.5	49	2	DH
20.25	46	2	DH
20.75	46	2	DH
20.25	44	2	DH
20.25	47	2	DH
20.5	45	2	DH
20.25	47	2	DH
20	42	2	DH
20.25	45	2	DH
20	44	2	DH
19.75	46	2	DH
20.5	45	2	DH
16.5	34	2	DH
16	31	2	DH
19.25	45	2	DH
12.75	27	2	DH
15	28	2	DH
19	44	2	DH
18.25	39	2	DH
20.25	51	2	DH
18.75	39	2	DH
19.5	44	2	DH
18.75	43	2	DH
23.5	53	2	DH
23	55	2	DH
20.5	40	2	DH
22.25	49	2	DH
22.25	51	2	DH
23.75	59	2	DH
21.25	42	2	DH
22.25	51	2	DH
21.75	50	2	DH
21.75	53	2	DH
21.25	48	2	DH
21.25	45	2	DH
20.25	44	2	DH
20	45	2	DH
21.25	46	2	DH
21	46	2	DH
19.75	45	2	DH
19.75	33	2	DH
21.5	44	2	DH
23.5	52	2	DH
22.75	48	2	DH
15.5	28	2	DH
22.25	49	2	DH
21.5	46	2	DH
19.25	40	2	DH
23	54	2	DH
22.25	53	2	DH
21.25	45	2	DH
18	33	2	DH
23.75	59	2	DH
22.75	53	2	DH
22.25	51	2	DH
20.25	45	2	DH
11.5	26	2	DH
21.5	44	2	DH
20.75	35	2	DH
21.75	44	2	DH
21.25	46	2	DH
21.75	43	2	DH
16	28	2	DH
21.5	45	2	DH
21.75	44	2	DH
16	33	2	DH
16.75	34	2	DH
16	32	2	DH
14.5	28	2	DH
20.25	49	2	DH
19.75	46	2	DH
14.75	30	2	DH
18	38	2	DH
20	47	2	DH
17.5	44	2	DH
20.75	49	2	DH
17.5	35	2	DH
19	45	2	DH
20	48	2	DH
18.5	40	2	DH
17.75	37	2	DH
16.25	34	2	DH
15.25	30	2	DH
18.25	37	2	DH
17	37	2	DH
19.75	48	2	DH
13.5	27	2	DH
20	36	2	DH
21	44	2	DH
21.5	47	2	DH
17	31	2	DH
13.5	26	2	DH
13.75	28	2	DH
20.75	49	2	DH
22.75	43	2	DH
24.25	50	2	DH
18.25	35	2	DH
19.25	33	2	DH
21.25	40	2	DH
23.75	51	2	DH
23.25	49	2	DH
21.5	43	2	DH
14.5	31	2	DH
19.75	46	2	DH
17.25	37	2	DH
16.25	37	2	DH
18.5	42	2	DH
17.25	41	2	DH
16.25	38	2	DH
17.75	38	2	DH
16	34	2	DH
18.75	38	2	DH
21	49	2	DH
19	40	2	DH
21	48	2	DH
21	48	2	DH
18	37	2	DH
18.5	40	2	DH
19.5	41	2	DH
18.25	39	2	DH
20.25	40	2	DH
20.5	42	2	DH
20.25	40	2	DH
21.25	43	2	DH
22.75	48	2	DH
21.5	42	2	DH
19.25	38	2	DH
21.25	41	2	DH
20.25	41	2	DH
14.5	33	2	DH
19.25	47	2	DH
19.5	50	2	DH
17	35	2	DH
19.5	51	2	DH
17.5	38	2	DH
21.5	47	2	DH
19.25	38	2	DH
20.75	47	2	DH
21.75	51	2	DH
20.5	39	2	DH
21.75	49	2	DH
21	43	2	DH
22.25	50	2	DH
19.75	37	2	DH
21.25	55	2	DH
20.75	52	2	DH
20	50	2	DH
19.25	41	2	DH
18.5	43	2	DH
20.5	50	2	DH
20	50	2	DH
19.5	43	2	DH
18.5	40	2	DH
19.5	47	2	DH
20.75	55	2	DH
19	48	2	DH
19.5	45	2	DH
19.5	45	2	DH
20.5	51	2	DH
21.25	57	2	DH
19.5	45	2	DH
18.5	41	2	DH
20	46	2	DH
19	42	2	DH
18	40	2	DH
20.25	48	2	DH
17.5	36	2	DH
17.5	39	2	DH
19.25	42	2	DH
13	26	2	DH
23.5	49	2	DH
21.75	45	2	DH
24.5	52	2	DH
23.75	47	2	DH
22.75	46	2	DH
25.5	58	2	DH
23.75	52	2	DH
23.75	51	2	DH
22	49	2	DH
17	34	2	DH
22.25	60	2	DH
20	39	2	DH
23.25	58	2	DH
22.5	62	2	DH
21.25	51	2	DH
16.75	33	2	DH
22.75	54	2	DH
22	47	2	DH
17.75	34	2	DH
21	45	2	DH
21.25	46	2	DH
20.25	43	2	DH
22.25	50	2	DH
20.75	45	2	DH
24.75	60	2	DH
23.75	58	2	DH
23.25	61	2	DH
20.5	45	2	DH
22.75	54	2	DH
24.25	60	2	DH
21.75	57	2	DH
25.25	56	2	DH
24.25	58	2	DH
17.75	42	2	DH
24.25	59	2	DH
21.75	52	2	DH
24.25	60	2	DH
23	55	2	DH
22.75	54	2	DH
25.25	65	2	DH
23.75	57	2	DH
24.75	59	2	DH
23	55	2	DH
24.5	57	2	DH
22.75	45	2	DH
22.25	48	2	DH
25.25	66	2	DH
23.75	56	2	DH
24.25	63	2	DH
22.75	63	2	DH
22.25	59	2	DH
24.5	64	2	DH
21.25	45	2	DH
21.25	43	2	DH
20.5	38	2	DH
22	53	2	DH
20.75	53	2	DH
21.5	55	2	DH
20.5	48	2	DH
20.5	50	2	DH
19.75	49	2	DH
19.5	49	2	DH
21.75	45	2	DH
19.75	47	2	DH
18	37	2	DH
20	46	2	DH
20	51	2	DH
19	45	2	DH
17.75	36	3	DH
19.5	45	3	DH
17.25	36	3	DH
18.75	41	3	DH
20.75	51	3	DH
19	43	3	DH
20.75	35	3	DH
22	38	3	DH
16.75	29	3	DH
17.5	29	3	DH
21.25	39	3	DH
15.25	27	3	DH
21.25	39	3	DH
21.75	40	3	DH
18.25	32	3	DH
22.5	38	3	DH
14	28	3	DH
21.5	41	3	DH
23.25	44	3	DH
23.75	46	3	DH
18	34	3	DH
23.75	59	3	DH
24.75	59	3	DH
19.5	41	3	DH
22.25	52	3	DH
24.25	55	3	DH
21	43	3	DH
21.5	49	3	DH
23.75	54	3	DH
22.75	50	3	DH
21.75	47	3	DH
21.75	43	3	DH
22.25	46	3	DH
23.5	52	3	DH
23.25	48	3	DH
22.5	43	3	DH
23.5	55	3	DH
25.5	61	3	DH
23.75	49	3	DH
20.75	44	3	DH
20.25	37	3	DH
21.25	48	3	DH
24.75	62	3	DH
19.25	40	3	DH
20	40	3	DH
19.5	40	3	DH
22.25	53	3	DH
19.75	43	3	DH
19.25	37	3	DH
21.75	49	3	DH
22.75	54	3	DH
20.25	44	3	DH
20.5	34	3	DH
21.25	42	3	DH
21.75	44	3	DH
21.5	43	3	DH
20.25	39	3	DH
22.25	46	3	DH
19.25	41	3	DH
22.25	50	3	DH
20.75	39	3	DH
18.25	33	3	DH
22.75	53	3	DH
21.25	43	3	DH
20	51	3	DH
24.25	53	3	DH
22.5	46	3	DH
22.75	48	3	DH
24.25	56	3	DH
23.75	52	3	DH
22.5	49	3	DH
21.75	46	3	DH
22	43	3	DH
22.5	46	3	DH
23.25	50	3	DH
21.5	41	3	DH
23	52	3	DH
21.25	42	3	DH
21	42	3	DH
22.75	52	3	DH
21.75	51	3	DH
22.75	55	3	DH
21	42	3	DH
21.75	46	3	DH
23.25	53	3	DH
23	55	3	DH
22.25	51	3	DH
21.25	48	3	DH
24	57	3	DH
15.75	31	3	DH
15.75	33	3	DH
23.75	57	3	DH
21.25	46	3	DH
23.75	58	3	DH
25.5	62	3	DH
17	31	3	DH
21.5	48	3	DH
21.75	44	3	DH
25.25	57	3	DH
24.75	57	3	DH
22.75	47	3	DH
24.25	53	3	DH
24.25	55	3	DH
23	46	3	DH
25.25	55	3	DH
25.25	62	3	DH
24.75	60	3	DH
24.75	63	3	DH
25.25	61	3	DH
20.75	47	3	DH
25.75	63	3	DH
23.25	55	3	DH
23.75	60	3	DH
27	72	3	DH
17.75	37	3	DH
25.75	67	3	DH
16.25	32	3	DH
26.75	73	3	DH
24.25	63	3	DH
27.75	77	3	DH
12.5	27	3	DH
19.75	35	3	DH
25.75	55	3	DH
24.25	45	3	DH
25.5	58	3	DH
22.25	43	3	DH
24.75	55	3	DH
26	59	3	DH
25.5	59	3	DH
21.75	48	3	DH
21.75	48	3	DH
23.25	56	3	DH
23.25	57	3	DH
21.5	46	3	DH
22.25	52	3	DH
22.75	54	3	DH
24.25	57	3	DH
22.25	44	3	DH
23	51	3	DH
23.25	57	3	DH
23.25	53	3	DH
24.25	59	3	DH
24.25	61	3	DH
24.25	59	3	DH
15	30	3	DH
25.25	64	3	DH
25.5	59	3	DH
25.25	66	3	DH
24.25	56	3	DH
22.5	47	3	DH
25	60	3	DH
25.25	62	3	DH
24.25	59	3	DH
24.25	58	3	DH
21.75	49	3	DH
24	56	3	DH
22.75	51	3	DH
20	46	3	DH
23.25	53	3	DH
16.5	33	3	DH
21	41	3	DH
23.75	54	3	DH
22	46	3	DH
25	64	3	DH
24.75	57	3	DH
24.75	57	3	DH
25.25	62	3	DH
14.25	26	3	DH
25	61	3	DH
25.25	65	3	DH
23.75	57	3	DH
23.25	53	3	DH
22.75	54	3	DH
22.25	52	3	DH
23	53	3	DH
22.75	47	3	DH
24.25	58	3	DH
24.25	60	3	DH
22.5	47	3	DH
26.5	64	3	DH
17.5	34	3	DH
25.75	53	3	DH
24.25	52	3	DH
24.5	50	3	DH
24.25	56	3	DH
25	60	3	DH
19.5	38	3	DH
24.75	60	3	DH
18.5	42	3	DH
16.75	31	3	DH
22	48	3	DH
19.25	43	3	DH
21.5	49	3	DH
18.75	37	3	DH
17.75	40	3	DH
21	49	3	DH
19.25	39	3	DH
20.75	47	3	DH
20	44	3	DH
19.5	37	3	DH
20.75	46	3	DH
20	44	3	DH
21.25	46	3	DH
20.5	44	3	DH
20.5	45	3	DH
21.75	49	3	DH
21.25	47	3	DH
21.75	49	3	DH
22	52	3	DH
